SAMPLINGPOINT_LOCALID,DATETIME_BEGIN,DATETIME_END,PROPERTY,VALUE_NUMERIC,UNIT,STATIONCLASSIFICATION,AREACLASSIFICATION,ALTITUDE,STATIONCODE,STATIONNAME,LONGITUDE,LATITUDE,MUNICIPALITY,CALCULATED
SPO-FR30020_5,20210126000000,20210126000000,PM10,16.78333,µg/m3,background,urban,200.0000,FR30020,Bar Le Duc,574719.0426,6236914.7491,BAR-LE-DUC,True
SPO-FR30021_5,20210126000000,20210126000000,PM10,14.95714,µg/m3,background,suburban,250.0000,FR30021,Fléville,689615.5625,6210880.5386,FLEVILLE-DEVANT-NANCY,True
SPO-FR30027_5,20210126000000,20210126000000,PM10,27.14286,µg/m3,industrial,urban,285.0000,FR30027,Frolois,682341.5017,6201445.6081,FROLOIS,True
SPO-FR30030_5,20210126000000,20210126000000,PM10,17.35,µg/m3,industrial,urban,230.0000,FR30030,Neuves-Maisons,679902.9370,6209771.1720,NEUVES-MAISONS,True
SPO-FR30032_5,20210126000000,20210126000000,PM10,33.2625,µg/m3,industrial,rural-nearcity,280.0000,FR30032,Heming,775370.8662,6223220.4679,HEMING,True
SPO-FR30033_5,20210126000000,20210126000000,PM10,18.2,µg/m3,background,rural-regional,213.0000,FR30033,Jonville en Woevre,644045.1479,6286038.7584,JONVILLE-EN-WOEVRE,True
SP_38009001_10_49,20210126000000,20210126000000,PM10,0,µg/m3,background,suburban,208.0000,ES1956A,SAN ANTONIO-BREÑA BAJA,-1978320.3419,3330589.8454,BREÑA BAJA,True
SP_38011004_10_49,20210126000000,20210126000000,PM10,20.42857,µg/m3,industrial,urban,24.0000,ES1756A,CALETILLA,-1821401.4934,3296552.2373,CANDELARIA,True
SP_38011005_10_49,20210126000000,20210126000000,PM10,9.142858,µg/m3,industrial,suburban,215.0000,ES1764A,IGUESTE,-1822521.1448,3297036.0668,CANDELARIA,True
SP_38011007_10_49,20210126000000,20210126000000,PM10,9.428572,µg/m3,industrial,suburban,128.0000,ES2022A,"DEPÓSITO LA GUANCHA-CANDELARIA ",-1822114.1607,3296988.3663,CANDELARIA,True
SP_38038012_10_46,20210126000000,20210126000000,PM10,11.33333,µg/m3,industrial,urban,183.0000,ES1759A,CASA CUNA,-1812024.3847,3305957.2703,SANTA CRUZ DE TENERIFE,True
SP_38038021_10_49,20210126000000,20210126000000,PM10,13.33333,µg/m3,industrial,urban,158.0000,ES1976A,VUELTA LOS PÁJAROS-STA CRUZ DE TF,-1811905.0502,3307320.4334,SANTA CRUZ DE TENERIFE,True
SP_38038022_10_46,20210126000000,20210126000000,PM10,2,µg/m3,background,urban,200.0000,ES1975A,DEPÓSITO TRISTÁN-STA CRUZ DE TF,-1812145.0551,3306861.0499,SANTA CRUZ DE TENERIFE,True
SP_38038023_10_49,20210126000000,20210126000000,PM10,6.625,µg/m3,industrial,urban,68.0000,ES2000A,PISCINA MUNICIPAL-STA CRUZ DE TF,-1810425.6142,3306834.9663,SANTA CRUZ DE TENERIFE,True
SP_39025001_10_49,20210126000000,20210126000000,PM10,13.42857,µg/m3,background,urban,88.0000,ES1579A,LOS CORRALES DE BUELNA,-452266.6008,5352309.3210,CORRALES DE BUELNA (LOS),True
SP_39059001_10_49,20210126000000,20210126000000,PM10,5,µg/m3,background,urban,850.0000,ES1530A,REINOSA,-460368.4333,5313789.4133,REINOSA,True
SP_39075005_10_49,20210126000000,20210126000000,PM10,0,µg/m3,background,urban,30.0000,ES1529A,TETUÁN,-421932.0396,5383445.9530,SANTANDER,True
SP_39075006_10_49,20210126000000,20210126000000,PM10,10.71429,µg/m3,traffic,urban,9.0000,ES1580A,SANTANDER CENTRO,-423972.5258,5382338.5935,SANTANDER,True
SP_39086001_10_49,20210126000000,20210126000000,PM10,5.833333,µg/m3,background,rural,650.0000,ES1531A,LOS TOJOS,-473448.4735,5335339.4336,TOJOS (LOS),True
SP_39087003_10_49,20210126000000,20210126000000,PM10,14.71429,µg/m3,background,urban,20.0000,ES1038A,ZAPATÓN,-452421.3349,5364845.4415,TORRELAVEGA,True
SP_41091016_10_49,20210126000000,20210126000000,PM10,14.715,µg/m3,background,urban,9.0000,ES1425A,PRINCIPES,-668538.1075,4491541.6706,SEVILLA,True
SP_45165003_10_49,20210126000000,20210126000000,PM10,9.125,µg/m3,background,suburban,369.0000,ES1859A,TALAVERA DE LA REINA,-539420.8565,4859927.9669,TALAVERA DE LA REINA,True
SP_45168002_10_49,20210126000000,20210126000000,PM10,4.75,µg/m3,background,suburban,500.0000,ES1818A,TOLEDO2,-447593.4086,4846793.4029,TOLEDO,True
SP_46010001_10_46,20210126000000,20210126000000,PM10,1,µg/m3,industrial,suburban,320.0000,ES1911A,ALBALAT DELS TARONGERS,-37477.5612,4823206.0234,ALBALAT DELS TARONGERS,True
SP_46220010_10_46,20210126000000,20210126000000,PM10,7.75,µg/m3,industrial,suburban,3.0000,ES1884A,SAGUNT CEA,-29592.4309,4812921.9215,SAGUNTO/SAGUNT,True
SP_46250030_10_46,20210126000000,20210126000000,PM10,52.25,µg/m3,traffic,urban,11.0000,ES1239A,VALÈNCIA-PISTA DE SILLA,-41837.5749,4787217.7651,VALENCIA,True
SP_48002001_10_47,20210126000000,20210126000000,PM10,13.14286,µg/m3,industrial,suburban,136.0000,ES0588A,ABANTO,-342211.6994,5360886.2094,ABANTO Y CIÉRVANA/ABANTO ZIERBENA,True
SP_48013006_10_47,20210126000000,20210126000000,PM10,13.71429,µg/m3,background,urban,17.0000,ES1712A,BARAKALDO,-332522.4509,5357502.2268,BARAKALDO,True
SP_48015002_10_49,20210126000000,20210126000000,PM10,13,µg/m3,industrial,urban,125.0000,ES0805A,BASAURI,-321012.0156,5348742.0246,BASAURI,True
SP_48020003_10_47,20210126000000,20210126000000,PM10,10.83333,µg/m3,background,urban,76.0000,ES1713A,PARQUE EUROPA,-323082.5581,5350851.0578,BILBAO,True
SP_50297029_10_49,20210126000000,20210126000000,PM10,1,µg/m3,traffic,urban,212.0000,ES1047A,ROGER DE FLOR,-101980.8987,5108901.5580,ZARAGOZA,True
SP_50297036_10_49,20210126000000,20210126000000,PM10,5.255,µg/m3,background,urban,220.0000,ES1641A,RENOVALES,-99476.2102,5106501.7624,ZARAGOZA,True
SP_50297037_10_49,20210126000000,20210126000000,PM10,2.71625,µg/m3,traffic,urban,198.0000,ES1836A,LAS FUENTES,-95950.7219,5107535.4927,ZARAGOZA,True
SPO.IT1795A_5_TEOM_2006-02-20_00:00:00,20210126000000,20210126000000,PM10,6.76,µg/m3,background,suburban,225.0000,IT1795A,Macerata COLLEVARIO,1494866.0273,5355452.8541,Via G. Verga - Macerata (MC),True
SPO.IT1796A_5_TEOM_2006-02-20_00:00:00,20210126000000,20210126000000,PM10,9.942857,µg/m3,background,rural,110.0000,IT1796A,Civitanova IPPODROMO S. MARONE,1522262.8671,5363187.7765,Via Asola - Civitanova Marche (MC),True
SPO.IT1857A_5_BETA_2007-01-01_00:00:00,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,257.0000,IT1857A,TE - Porta Madonna,1526127.8799,5259941.9261,Viale Crispi - Teramo (TE),True
SPO.IT1977A_5_BETA_2009-06-15_00:00:00,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,5.0000,IT1977A,MONTESILVANO,1574984.8912,5238816.4310,C.so Umberto - Montesilvano (PE),True
SPO.IT2115A_5_BETA_2013-10-04_00:00:00,20210126000000,20210126000000,PM10,32.92399,µg/m3,background,suburban,0.0000,IT2115A,Morsano,1438904.3834,5757451.2402,via dietro chiesa - Morsano al Tagliamento (PN),True
SPO-FR31033_5,20210126000000,20210126000000,PM10,22.7,µg/m3,background,urban,142.0000,FR31033,PERIGUEUX,80953.9827,5651438.6308,PERIGUEUX,True
SPO-FR31036_5,20210126000000,20210126000000,PM10,16.85,µg/m3,background,urban,14.0000,FR31036,DAX,-115617.6477,5419860.5160,DAX,True
SPO-FR31039_5,20210126000000,20210126000000,PM10,15.6,µg/m3,traffic,urban,218.0000,FR31039,PAU TOURASSE,-39197.7078,5359443.4297,PAU,True
SPO-FR31040_5,20210126000000,20210126000000,PM10,21.5,µg/m3,traffic,suburban,17.0000,FR31040,MARMANDE,15863.3614,5544498.2763,MARMANDE,True
SPO-FR31041_5,20210126000000,20210126000000,PM10,15.11667,µg/m3,traffic,suburban,49.0000,FR31041,MONT DE MARSAN,-54615.2346,5449373.7646,MONT-DE-MARSAN,True
SPO-FR31043_5,20210126000000,20210126000000,PM10,10.87143,µg/m3,background,suburban,70.0000,FR31043,Biarritz-hippodrome,-172973.0115,5383823.2830,BIARRITZ,True
SPO-FR31045_5,20210126000000,20210126000000,PM10,24.5,µg/m3,traffic,urban,15.0000,FR31045,Bordeaux_GAUTIER,-66628.0548,5595399.2457,BORDEAUX,True
SPO-FR32001_5,20210126000000,20210126000000,PM10,17.7,µg/m3,traffic,urban,177.0000,FR32001,Chalon Centre Ville,539601.4168,5906613.6289,CHALON-SUR-SAONE,True
SPO-FR33220_5,20210126000000,20210126000000,PM10,13.4375,µg/m3,background,suburban,588.0000,FR33220,PASSY,747355.7579,5768116.1083,PASSY,True
SPO-FR33232_5,20210126000000,20210126000000,PM10,5.15,µg/m3,traffic,urban,1044.0000,FR33232,BOSSONS,762074.6436,5765494.0855,CHAMONIX-MONT-BLANC,True
SPO-FR33302_5,20210126000000,20210126000000,PM10,5.1875,µg/m3,background,rural-nearcity,477.0000,FR33302,St Germain/Rhône,647972.1656,5791930.7305,SAINT-GERMAIN-SUR-RHONE,True
SPO-FR33305_5,20210126000000,20210126000000,PM10,15.2875,µg/m3,background,urban,220.0000,FR33305,Bourg-en-Bresse,581798.9622,5814333.9688,BOURG-EN-BRESSE,True
SPO-FR34013_5,20210126000000,20210126000000,PM10,19.27143,µg/m3,traffic,urban,117.0000,FR34013,Gambetta,211633.8254,6091409.1595,ORLEANS,True
SPO-FR35006_5,20210126000000,20210126000000,PM10,11.2125,µg/m3,background,urban,264.0000,FR35006,TULLE - Hugo,195922.3038,5662546.4592,TULLE,True
SPO-FR35007_5,20210126000000,20210126000000,PM10,19.38571,µg/m3,background,suburban,333.0000,FR35007,PALAIS S/ V.- Garros,145828.5329,5759540.2472,LE PALAIS-SUR-VIENNE,True
SPO-FR35010_5,20210126000000,20210126000000,PM10,21.08571,µg/m3,traffic,urban,246.0000,FR35010,LIMOGES - Aine,139688.8177,5753140.6584,LIMOGES,True
SPO-FR35019_5,20210126000000,20210126000000,PM10,17.91429,µg/m3,industrial,suburban,185.0000,FR35019,SAILLAT - Ipaper,91714.9040,5760473.1695,SAILLAT-SUR-VIENNE,True
SPO-FR35027_5,20210126000000,20210126000000,PM10,27.6125,µg/m3,background,urban,437.0000,FR35027,LIMOGES - BERLAND,140225.8230,5755100.8152,LIMOGES,True
SPO-FR36002_5,20210126000000,20210126000000,PM10,9.6625,µg/m3,background,urban,125.0000,FR36002,Valence Urb. Centre,544739.8131,5611060.6920,VALENCE,True
SPO-FR39008_5,20210126000000,20210126000000,PM10,15.15714,µg/m3,background,urban,20.0000,FR39008,Ville de Schoelcher,-6801709.9431,1645029.6254,SCHOELCHER,True
SPO-FR39009_5,20210126000000,20210126000000,PM10,14.7,µg/m3,background,urban,5.0000,FR39009,Lamentin,-6790778.3691,1644375.1564,LE LAMENTIN,True
SPO-FR39011_5,20210126000000,20210126000000,PM10,30.11429,µg/m3,traffic,urban,15.0000,FR39011,Reneville,-6796400.0034,1644777.7983,FORT-DE-FRANCE,True
SPO-FR39014_5,20210126000000,20210126000000,PM10,15.72857,µg/m3,background,suburban,46.0000,FR39014,Sainte_Luce,-6782405.2509,1628063.7558,SAINTE-LUCE,True
SPO-FR82006_5,20210126000000,20210126000000,PM10,13.54286,µg/m3,background,urban,321.0000,FR82006,Besancon Prevoyance,669633.3800,5982549.9581,BESANÇON,True
SPO-FR82010_5,20210126000000,20210126000000,PM10,12.35714,µg/m3,background,urban,331.0000,FR82010,Montbéliard centre,756304.6204,6025770.6085,MONTBELIARD,True
SPO-FR82020_5,20210126000000,20210126000000,PM10,11.98571,µg/m3,traffic,urban,360.0000,FR82020,Belfort Octroi,763571.3342,6047281.4692,BELFORT,True
SPO-FR82030_5,20210126000000,20210126000000,PM10,7.1,µg/m3,background,rural-remote,746.0000,FR82030,Montandon Baresans,759851.3707,5990300.1286,MONTANDON,True
SPO-FR82040_5,20210126000000,20210126000000,PM10,15.28571,µg/m3,background,urban,223.0000,FR82040,Dole centre,611855.2247,5957875.5523,DOLE,True
SPO-FR82043_5,20210126000000,20210126000000,PM10,19.01429,µg/m3,industrial,suburban,213.0000,FR82043,Chatenois,618504.1152,5966142.2278,CHATENOIS,True
SPO-GR0038A_00005_101,20210126000000,20210126000000,PM10,24.88889,µg/m3,industrial,urban,20.0000,GR0038A,Elefsina,2620287.8707,4586682.3366,,True
SPO-GR0039A_00005_101,20210126000000,20210126000000,PM10,12.22222,µg/m3,background,suburban,290.0000,GR0039A,Agia PARASKEVI,2651565.4772,4578734.4411,,True
SPO-GR0046A_00005_101,20210126000000,20210126000000,PM10,0,µg/m3,industrial,urban,14.0000,GR0046A,SINDOS,2538347.8009,4962004.0552,,True
SPO-GR0047A_00005_101,20210126000000,20210126000000,PM10,8,µg/m3,background,suburban,363.0000,GR0047A,PANORAMA,2563875.0010,4951896.8553,,True
SPO-GR0048A_00005_101,20210126000000,20210126000000,PM10,24.66667,µg/m3,traffic,urban,19.0000,GR0048A,PATRA-2,2419628.9927,4614232.4125,,True
SPO-GR0110R_00005_101,20210126000000,20210126000000,PM10,0,µg/m3,background,rural,110.0000,GR0110R,ALIARTOS,2572623.2258,4632572.2331,,True
SPO-HU0032A_00005_100,20210126000000,20210126000000,PM10,15.78456,µg/m3,background,suburban,99.0000,HU0032A,"""Szazhalombatta""",2106165.0998,5992274.3775,Százhalombatta,True
SPO-HU0033A_00005_100,20210126000000,20210126000000,PM10,21.68142,µg/m3,industrial,urban,215.0000,HU0033A,"""Dunaujvaros""",2107958.5681,5938175.6509,Dunaújváros,True
SPO-HU0034A_00005_100,20210126000000,20210126000000,PM10,10.70665,µg/m3,background,suburban,274.0000,HU0034A,"""Veszprem""",1992743.7857,5956958.4073,Veszprém,True
SPO-HU0035A_00005_100,20210126000000,20210126000000,PM10,17.79296,µg/m3,background,urban,241.0000,HU0035A,"""Sopron""",1845121.4505,6055757.4548,Sopron,True
SPO-HU0036A_00005_100,20210126000000,20210126000000,PM10,13.10422,µg/m3,background,suburban,265.0000,HU0036A,"""Budapest Pesthidegkut""",2110618.4360,6034284.8886,Budapest,True
SPO-IS0037A_00005_100,20210126000000,20210126000000,PM10,11.25989,µg/m3,background,suburban,10.0000,IS0037A,Kópavogur Dalsmári,-2436672.3340,9376465.2482,,True
SPO-IS0041A_00005_100,20210126000000,20210126000000,PM10,4.937863,µg/m3,industrial,rural,317.0000,IS0041A,Grundartangi Gröf,-2430737.4466,9435133.3430,,True
SPO-IS0046A_00005_101,20210126000000,20210126000000,PM10,13.74843,µg/m3,industrial,suburban,19.0000,IS0046A,Hafnarfjörður Norðurhella,-2447397.9669,9360988.7676,,True
SPO-IS0049A_00005_100,20210126000000,20210126000000,PM10,0,µg/m3,industrial,suburban,6.0000,IS0049A,PCC norður,-1930521.8676,9898576.6840,,True
SP_38017001_10_46,20210126000000,20210126000000,PM10,11.14286,µg/m3,industrial,urban,12.0000,ES1762A,MÉDANO,-1840784.5544,3254942.5836,GRANADILLA DE ABONA,True
SP_38017002_10_46,20210126000000,20210126000000,PM10,15.28571,µg/m3,industrial,urban,235.0000,ES1761A,SAN ISIDRO,-1843434.6262,3259064.5917,GRANADILLA DE ABONA,True
SP_38017003_10_46,20210126000000,20210126000000,PM10,13,µg/m3,industrial,suburban,580.0000,ES1760A,GRANADILLA,-1845407.4302,3263163.1171,GRANADILLA DE ABONA,True
SP_38031001_10_49,20210126000000,20210126000000,PM10,0,µg/m3,background,rural,371.0000,ES1954A,BALSA DE ZAMORA-LOS REALEJOS,-1844638.5465,3297359.8526,REALEJOS (LOS),True
SP_38033001_10_49,20210126000000,20210126000000,PM10,12,µg/m3,background,rural,364.0000,ES2023A,LAS BALSAS-S.ANDRÉS Y SAUCES,-1979544.4110,3350862.9421,SAN ANDRÉS Y SAUCES,True
SP_38038024_10_49,20210126000000,20210126000000,PM10,9.5,µg/m3,background,urban,169.0000,ES2003A,TENA ARTIGAS-STA CRUZ DE TENERIFE,-1811919.5218,3306508.4192,SANTA CRUZ DE TENERIFE,True
SP_38038025_10_46,20210126000000,20210126000000,PM10,9.666667,µg/m3,industrial,urban,119.0000,ES2020A,GARCÍA ESCÁMEZ-STA CRUZ DE TF,-1811372.4978,3306671.1220,SANTA CRUZ DE TENERIFE,True
SP_38038026_10_46,20210126000000,20210126000000,PM10,11,µg/m3,industrial,urban,78.0000,ES2021A,PARQUE LA GRANJA-STA CRUZ DE TF,-1810598.1594,3307475.1687,SANTA CRUZ DE TENERIFE,True
SP_38038027_10_49,20210126000000,20210126000000,PM10,8.5,µg/m3,industrial,urban,104.0000,ES2038A,TIO PINO-STA CRUZ DE TENERIFE,-1811191.0470,3307007.1697,SANTA CRUZ DE TENERIFE,True
SP_39087004_10_49,20210126000000,20210126000000,PM10,12.42857,µg/m3,traffic,urban,18.0000,ES1037A,BARREDA,-450040.2110,5368077.4375,TORRELAVEGA,True
SP_39087005_10_49,20210126000000,20210126000000,PM10,12.42857,µg/m3,background,urban,20.0000,ES1039A,ESCUELA DE MINAS,-452358.9960,5366290.5912,TORRELAVEGA,True
SP_41004006_10_49,20210126000000,20210126000000,PM10,14.42875,µg/m3,background,urban,68.0000,ES1640A,ALCALÁ DE GUADAIRA,-649406.7398,4486949.4035,ALCALÁ DE GUADAIRA,True
SP_43123005_10_47,20210126000000,20210126000000,PM10,5.625,µg/m3,traffic,suburban,102.0000,ES1208A,Reus (el Tallapedra),124696.9681,5034607.0190,REUS,True
SP_46028001_10_46,20210126000000,20210126000000,PM10,1.375,µg/m3,background,rural,200.0000,ES2018A,ALGAR DE PALÀNCIA,-39982.2497,4834345.6898,ALGAR DE PALANCIA,True
SP_46062001_10_46,20210126000000,20210126000000,PM10,0,µg/m3,background,suburban,195.0000,ES1709A,BENIGANIM,-49135.1854,4712325.3994,BENIGÁNIM,True
SP_46077006_10_46,20210126000000,20210126000000,PM10,2.125,µg/m3,industrial,suburban,400.0000,ES1886A,BUÑOL CEMEX,-87262.1110,4783053.5619,BUÑOL,True
SP_46095001_10_46,20210126000000,20210126000000,PM10,1.5,µg/m3,background,rural,804.0000,ES1670A,CAUDETE DE LAS FUENTES,-142643.5576,4802006.6408,CAUDETE DE LAS FUENTES,True
SP_46250046_10_46,20210126000000,20210126000000,PM10,8.875,µg/m3,background,suburban,7.0000,ES1885A,VALÈNCIA-POLITÈCNIC,-37447.8767,4790705.8139,VALENCIA,True
SP_46250047_10_46,20210126000000,20210126000000,PM10,4.125,µg/m3,traffic,urban,7.0000,ES1912A,VALÈNCIA - AVD. FRANCIA,-38157.8468,4787418.0109,VALENCIA,True
SP_46250048_10_46,20210126000000,20210126000000,PM10,11,µg/m3,traffic,suburban,11.0000,ES1926A,VALÈNCIA - MOLÍ DEL SOL,-45451.7481,4790821.1950,VALENCIA,True
SP_46256001_10_46,20210126000000,20210126000000,PM10,2,µg/m3,background,suburban,510.0000,ES2019A,VILAMARXANT,-69636.5253,4802889.0520,VILAMARXANT,True
SP_48020006_10_46,20210126000000,20210126000000,PM10,11.66667,µg/m3,traffic,urban,32.0000,ES0041A,DIRECCIÓN DE SALUD,-327908.2581,5351451.7612,BILBAO,True
SP_48020062_10_46,20210126000000,20210126000000,PM10,16.57143,µg/m3,traffic,urban,33.0000,ES1244A,MAZARREDO,-326744.9694,5352777.1142,BILBAO,True
SP_48027001_10_47,20210126000000,20210126000000,PM10,2.714286,µg/m3,industrial,urban,113.0000,ES1490A,DURANGO,-293654.1375,5337627.0613,DURANGO,True
SP_48068001_10_47,20210126000000,20210126000000,PM10,36.85714,µg/m3,background,rural,116.0000,ES1491A,MUNDAKA,-300916.6211,5373962.5274,MUNDAKA,True
SP_48071002_10_47,20210126000000,20210126000000,PM10,3.833333,µg/m3,industrial,suburban,30.0000,ES0587A,MUSKIZ,-346506.4054,5360919.8719,MUSKIZ,True
SP_48096001_10_49,20210126000000,20210126000000,PM10,10.33333,µg/m3,background,urban,62.0000,ES1598A,ZALLA,-348919.8119,5344435.2735,ZALLA,True
SP_50297039_10_49,20210126000000,20210126000000,PM10,3.365,µg/m3,traffic,suburban,208.0000,ES2064A,AVENIDA SORIA,-100944.5143,5110060.7058,ZARAGOZA,True
SP_50297040_10_49,20210126000000,20210126000000,PM10,8.09375,µg/m3,background,urban,200.0000,ES2089A,ACTUR,-98729.2564,5112449.4688,ZARAGOZA,True
SP_51001001_10_49,20210126000000,20210126000000,PM10,12.61,µg/m3,background,urban,1.0000,ES2100A,PUERTO ESPAÑA,-591629.6977,4285908.3077,CEUTA,True
SPO.01.0001.3902.5.1,20210126000000,20210126000000,PM10,23.91729,µg/m3,background,suburban,165.0000,AT10001,Eisenstadt Laschoberstraße,1839684.8292,6080296.5672,7000 Eisenstadt,True
SPO.01.0002.3905.5.1,20210126000000,20210126000000,PM10,15.51062,µg/m3,background,rural,344.0000,AT10002,Oberschützen,1804251.0560,5997736.2292,7432 Oberschützen,True
SPO.IT1166A_5_BETA_2010-06-29_00:00:00,20210126000000,20210126000000,PM10,5.961396,µg/m3,background,urban,316.0000,IT1166A,Tolmezzo,1448390.2512,5844996.6602,Via Divisione Osoppo c/o IPSIA - Tolmezzo (UD),True
SPO.IT1168A_5_BETA_2014-03-09_00:00:00,20210126000000,20210126000000,PM10,14.48921,µg/m3,background,suburban,62.0000,IT1168A,S.Giovanni al Natisone,1490939.0096,5776076.8441,Via Madonna de Taviele - San Giovanni al Natisone (UD),True
SPO.IT1208A_5_BETA_2007-06-26_00:00:00,20210126000000,20210126000000,PM10,0,µg/m3,traffic,urban,8.0000,IT1208A,PE - VIA SACCO,1580458.4705,5228920.1223,VIA SACCO - Pescara (PE),True
SPO.IT1361A_5_BETA_2002-05-01_00:00:00,20210126000000,20210126000000,PM10,12.82857,µg/m3,traffic,urban,20.0000,IT1361A,VIA MONTEGRAPPA,1449225.0360,5440671.8945,VIA MONTEGRAPPA - Fano (PU),True
SPO.IT1493A_5_BETA_2016-03-09_17:00:00,20210126000000,20210126000000,PM10,10.07143,µg/m3,traffic,suburban,33.0000,IT1493A,NA09 I.T.I.S. ARGINE,1596441.7230,4992342.0865,"VIA ARGINE, 902 - Napoli (NA)",True
SPO.IT1504A_5_BETA_2016-03-10_22:00:00,20210126000000,20210126000000,PM10,10.94714,µg/m3,traffic,urban,35.0000,IT1504A,SA22 Ospedale via Vernieri,1644157.7096,4965826.7290,Via Pio XI - Salerno (SA),True
SPO.IT1694A_5_BETA_2005-04-01_00:00:00,20210126000000,20210126000000,PM10,21.61429,µg/m3,traffic,urban,325.0000,IT1694A,Fabriano,1437072.2872,5364462.7595,Viale Moccia - Fabriano (AN),True
SPO.IT1701A_5_BETA_2004-05-01_00:00:00,20210126000000,20210126000000,PM10,15.875,µg/m3,traffic,suburban,10.0000,IT1701A,brindisi VIA DEI MILLE,1996885.7613,4959101.2895,via dei mille,True
SPO-FR32002_5,20210126000000,20210126000000,PM10,24.06667,µg/m3,background,suburban,187.0000,FR32002,Champforgueil,538238.9775,5912914.6127,CHAMPFORGEUIL,True
SPO-FR32005_5,20210126000000,20210126000000,PM10,13.54286,µg/m3,background,urban,281.0000,FR32005,Montceau-les-Mines,486120.3051,5889799.9882,MONTCEAU-LES-MINES,True
SPO-FR32006_5,20210126000000,20210126000000,PM10,11.06667,µg/m3,background,suburban,172.0000,FR32006,Macon Paul Bert,538785.6675,5831161.9029,MACON,True
SPO-FR33101_5,20210126000000,20210126000000,PM10,6.65,µg/m3,background,urban,280.0000,FR33101,PASTEUR,659939.0108,5710867.5770,CHAMBERY,True
SPO-FR33102_5,20210126000000,20210126000000,PM10,8.475,µg/m3,background,urban,383.0000,FR33102,CHAMBERY LE HAUT,658856.7627,5715949.2135,CHAMBERY,True
SPO-FR33111_5,20210126000000,20210126000000,PM10,9.1625,µg/m3,background,urban,555.0000,FR33111,SAINT JEAN,706847.8197,5664875.1862,SAINT-JEAN-DE-MAURIENNE,True
SPO-FR34028_5,20210126000000,20210126000000,PM10,29.68571,µg/m3,traffic,urban,51.0000,FR34028,Pompidou,78466.1034,6006728.9499,TOURS,True
SPO-FR34029_5,20210126000000,20210126000000,PM10,13.3875,µg/m3,background,urban,109.0000,FR34029,La_Source-CNRS,216478.3383,6079907.0253,ORLEANS,True
SPO-FR34030_5,20210126000000,20210126000000,PM10,20.35714,µg/m3,traffic,urban,156.0000,FR34030,Bourges-Baffier,267966.3858,5954331.6136,BOURGES,True
SPO-FR34032_5,20210126000000,20210126000000,PM10,19.575,µg/m3,background,urban,133.0000,FR34032,Leblanc,267759.5542,5955596.8485,BOURGES,True
SPO-FR34041_5,20210126000000,20210126000000,PM10,10.1,µg/m3,background,urban,145.0000,FR34041,Fulbert,168108.7951,6181112.2110,CHARTRES,True
SPO-FR34046_5,20210126000000,20210126000000,PM10,6.3125,µg/m3,background,urban,90.0000,FR34046,Dreux Centre,151223.4094,6229120.9748,DREUX,True
SPO-FR34047_5,20210126000000,20210126000000,PM10,10.26667,µg/m3,traffic,urban,99.0000,FR34047,Saint-Remy,137329.2898,6234386.3907,SAINT-REMY-SUR-AVRE,True
SPO-FR36019_5,20210126000000,20210126000000,PM10,11.15,µg/m3,background,urban,150.0000,FR36019,Romans-sur-Isère,561528.9074,5628214.7247,ROMANS-SUR-ISERE,True
SPO-FR36021_5,20210126000000,20210126000000,PM10,3.6875,µg/m3,background,rural-remote,605.0000,FR36021,Drôme Rurale Sud-SND,587652.4750,5553991.8778,SAINT-NAZAIRE-LE-DESERT,True
SPO-FR36032_5,20210126000000,20210126000000,PM10,9.925,µg/m3,traffic,urban,113.0000,FR36032,A7 Valence Est,544367.1155,5613527.6081,BOURG-LES-VALENCE,True
SPO-FR37001_5,20210126000000,20210126000000,PM10,19.3375,µg/m3,background,suburban,18.0000,FR37001,ST de Baie mahault,-6856359.3528,1834539.6611,BAIE-MAHAULT,True
SPO-FR37010_5,20210126000000,20210126000000,PM10,17.52857,µg/m3,background,urban,37.0000,FR37010,BT_PICHON,-6871440.8061,1804068.3580,BASSE-TERRE,True
SPO-FR39016_5,20210126000000,20210126000000,PM10,13.48571,µg/m3,background,urban,18.0000,FR39016,Robert Bourg,-6783705.5739,1652125.8759,LE ROBERT,True
SPO-FR40007_5,20210126000000,20210126000000,PM10,45.3125,µg/m3,background,suburban,12.0000,FR40007,Kalou,-5824658.7724,540339.8868,MATOURY,True
SPO-FR40008_5,20210126000000,20210126000000,PM10,51.4125,µg/m3,background,urban,5.0000,FR40008,Caiena3,-5824339.2854,550360.2828,CAYENNE,True
SPO-FR41001_5,20210126000000,20210126000000,PM10,9.9125,µg/m3,background,urban,39.0000,FR41001,AJACCIO CANETTO,972452.7852,5149704.4399,AJACCIO,True
SPO-FR82050_5,20210126000000,20210126000000,PM10,13.85714,µg/m3,background,urban,261.0000,FR82050,Lons-le-Saunier CV,618580.8144,5888587.0721,LONS-LE-SAUNIER,True
SPO-FR82060_5,20210126000000,20210126000000,PM10,13.44286,µg/m3,background,urban,217.0000,FR82060,Vesoul Pres Caillet,685462.1210,6043867.6078,VESOUL,True
SPO-FR82070_5,20210126000000,20210126000000,PM10,15.44286,µg/m3,traffic,urban,273.0000,FR82070,Baume-les-Dames,707961.0146,5999602.9053,BAUME-LES-DAMES,True
